"","ENT","Entidad","MUN","Municipio","Alf","Asi","EBC","Der","Pis","San","Agu","Dre","Ele","Lav","Ref","Ing"
"175",25,"Sinaloa",10,"El Fuerte",0.940025018213809,0.971587217201252,0.549960075993282,0.856293771236903,0.927898619254776,0.700094571590694,0.940344240590127,0.778437677321733,0.982787970493664,0.585322489124267,0.898013996595423,5729.59953659696
"176",25,"Sinaloa",12,"Mazatlán",0.980614272568449,0.972329317776738,0.715266924735319,0.844773124795956,0.986578830596989,0.979506434105881,0.990449534081988,0.989739563777861,0.997979315288255,0.777321910093184,0.958494043758747,17755.3483516499
"177",25,"Sinaloa",17,"Sinaloa",0.900094906675103,0.972859327217125,0.465730630873334,0.9135764177512,0.920105630650792,0.758123713185928,0.917957210634679,0.865947542744607,0.967863217258974,0.634007698505058,0.89727866797959,9275.53983666626
"178",26,"Sonora",18,"Cajeme",0.979335498068666,0.968105178041987,0.761283913443206,0.880563701367827,0.977492411860845,0.965849482449996,0.986777181103588,0.980652190831971,0.99227955482917,0.750167328196747,0.951498171063896,13605.881323859
"179",26,"Sonora",29,"Guaymas",0.974035825733152,0.97741281266155,0.700190834750922,0.883955467329289,0.959402225196954,0.865807895718581,0.977857754174987,0.883714806118194,0.979240272992605,0.700234808751564,0.916917202484145,19709.661476189
"180",26,"Sonora",30,"Hermosillo",0.987133853286738,0.97216242033676,0.793466885354365,0.875243921373785,0.983303370001204,0.966032065295472,0.98216566939896,0.972838854222888,0.99360480241674,0.7759079277929,0.958856397333199,21497.1563248313
"181",26,"Sonora",42,"Navojoa",0.973031202948101,0.983233924934536,0.705275697470031,0.894348959542557,0.952822944896116,0.740401987353207,0.965176151761518,0.789092140921409,0.981413730803975,0.607452574525745,0.90483288166215,13172.8869618775
"182",26,"Sonora",43,"Nogales",0.992604095060395,0.972159742942392,0.776112787046728,0.837571189834825,0.98729340269785,0.982075717815325,0.908092015407516,0.992050703620153,0.991237358623759,0.832558353666958,0.95818179027976,12309.1521424967
"183",26,"Sonora",55,"San Luis Río Colorado",0.970465494267348,0.964420076409344,0.659910950714815,0.725355341586428,0.971945229944932,0.91684030361661,0.982605298407501,0.940132460187528,0.968633725256735,0.793347224289329,0.932262985563328,11406.0347597984
"184",27,"Tabasco",1,"Balancán",0.907924172848228,0.970913747370347,0.53501862943923,0.930557585501315,0.951736212430697,0.945783484096878,0.877093667931135,0.957922381091334,0.979807411730376,0.670382258535162,0.792179749051649,8811.04407407407
"185",27,"Tabasco",2,"Cárdenas",0.940721220527046,0.965693162411639,0.597333333333333,0.851211459907112,0.93424625536512,0.966320184530935,0.847251014628164,0.966787351455517,0.991518000525563,0.729919121726182,0.831046161931735,11541.2186229738
"186",27,"Tabasco",3,"Centla",0.938865450245882,0.977954310425872,0.644822202481897,0.871725457469112,0.909656753903833,0.928657227095694,0.677574345721254,0.949150074618717,0.98813380409857,0.631492738324901,0.77355949477669,9155.59997637293
"187",27,"Tabasco",4,"Centro",0.968872157831092,0.967286180377534,0.758112544857601,0.792537501334638,0.988019929463136,0.989444916612806,0.988126803499361,0.995918429664161,0.99794903635244,0.828945560401643,0.932995068526614,14930.088803268
"188",27,"Tabasco",5,"Comalcalco",0.946260770153083,0.965956221198157,0.630280483626218,0.853362358515978,0.95251283826669,0.96230261766007,0.926028503837055,0.95682111053411,0.995634027657569,0.756024849498971,0.853961110149443,11567.2715188389
"189",27,"Tabasco",6,"Cunduacán",0.931862529111853,0.963863466750462,0.602736994553297,0.832840619043003,0.939087146213223,0.950581720550397,0.824756684192863,0.96945967110415,0.994462467837566,0.699267255845173,0.839495469291867,9703.30447987092
"190",27,"Tabasco",8,"Huimanguillo",0.930763795606836,0.970780758196151,0.588732547569285,0.881882670870397,0.955519850309144,0.951411487146111,0.757769280833062,0.961723071916694,0.987715587373902,0.686483078424992,0.79246664497234,7447.18976374248
"191",27,"Tabasco",9,"Jalapa",0.934404570612391,0.971730300568643,0.598102398854279,0.876783509890047,0.96103515625,0.946875,0.8896484375,0.95634765625,0.9884765625,0.71884765625,0.88203125,6560.57644230044
